Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Team,GameID
Andre Jackson Jr.,1:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,120,-6.6,MIL,202410230PHI
Bobby Portis,25:51,7,10,.700,1,1,1.000,1,1,1.000,1,2,3,3,2,1,4,4,16,12.3,+8,.766,.750,.100,.100,4.6,6.8,5.9,18.6,3.7,2.8,27.7,24.9,112,106,1.9,MIL,202410230PHI
Brook Lopez,35:32,3,11,.273,1,6,.167,3,4,.750,1,7,8,6,0,6,4,4,10,8.7,+18,.392,.318,.545,.364,3.4,17.2,11.4,20.8,0.0,12.1,23.9,21.0,86,104,-2.7,MIL,202410230PHI
Chris Livingston,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIL,202410230PHI
Damian Lillard,38:18,9,19,.474,6,12,.500,6,7,.857,3,6,9,6,0,0,3,1,30,24.6,+19,.679,.632,.632,.368,9.4,13.7,11.9,23.7,0.0,0.0,12.0,29.2,132,113,4.4,MIL,202410230PHI
Delon Wright,13:09,1,3,.333,0,1,.000,0,0,,0,0,0,0,1,0,0,0,2,1.3,+2,.333,.333,.333,.000,0.0,0.0,0.0,0.0,3.7,0.0,0.0,10.2,69,112,-6.7,MIL,202410230PHI
Gary Trent Jr.,34:27,3,6,.500,2,5,.400,3,3,1.000,0,2,2,0,0,0,0,5,11,6.6,+11,.751,.667,.833,.500,0.0,5.1,2.9,0.0,0.0,0.0,0.0,9.5,152,117,-5.3,MIL,202410230PHI
Giannis Antetokounmpo,31:12,8,11,.727,0,0,,9,16,.563,1,13,14,7,0,1,3,4,25,23.3,+7,.693,.727,.000,1.455,3.8,36.4,22.7,35.1,0.0,2.3,14.3,30.1,133,101,7.9,MIL,202410230PHI
MarJon Beauchamp,0:37,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,120,-6.6,MIL,202410230PHI
Pat Connaughton,20:54,4,9,.444,1,5,.200,0,0,,1,3,4,1,0,1,0,1,9,6.9,+5,.500,.500,.556,.000,5.7,12.5,9.7,6.8,0.0,3.4,0.0,19.2,111,112,-3.7,MIL,202410230PHI
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,MIL,202410230PHI
Ryan Rollins,1:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,116,-24.1,MIL,202410230PHI
Taurean Prince,30:23,6,7,.857,4,5,.800,0,0,,0,5,5,3,0,0,0,2,16,16.3,+2,1.143,1.143,.714,.000,0.0,14.4,8.3,14.1,0.0,0.0,0.0,10.3,221,113,9.7,MIL,202410230PHI
Team Totals,240,43,80,.538,16,37,.432,22,31,.710,8,38,46,27,4,9,14,23,124,,,.662,.638,.463,.388,20.0,69.1,48.4,62.8,4.0,13.4,13.0,100.0,125.0,109.9,,MIL,202410230PHI
Tyler Smith,2:13,2,3,.667,1,2,.500,0,0,,1,0,1,0,0,0,0,1,5,4.0,-1,.833,.833,.667,.000,54.1,0.0,22.8,0.0,0.0,0.0,0.0,60.4,183,118,28.9,MIL,202410230PHI
Adem Bona,2:39,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,1,2,2.0,+3,1.000,1.000,.000,.000,32.9,0.0,19.1,0.0,0.0,0.0,0.0,15.1,205,129,7.0,PHI,202410230PHI
Andre Drummond,25:03,4,8,.500,0,1,.000,2,2,1.000,5,8,13,0,0,0,1,5,10,8.9,-6,.563,.500,.125,.250,17.4,38.3,26.2,0.0,0.0,0.0,10.1,15.8,124,123,-4.3,PHI,202410230PHI
Caleb Martin,37:27,5,10,.500,0,1,.000,2,2,1.000,4,5,9,3,0,1,3,4,12,9.5,-20,.551,.500,.100,.200,9.3,16.0,12.1,11.1,0.0,3.0,21.6,14.8,106,125,-2.9,PHI,202410230PHI
Eric Gordon,22:28,1,6,.167,0,2,.000,0,0,,0,1,1,1,0,0,0,1,2,-1.2,+6,.167,.167,.333,.000,0.0,5.3,2.2,5.5,0.0,0.0,0.0,10.7,50,129,-13.4,PHI,202410230PHI
Guerschon Yabusele,25:31,4,8,.500,1,4,.250,1,3,.333,2,2,4,3,3,0,3,6,10,6.9,-12,.536,.563,.500,.375,6.8,9.4,7.9,16.9,5.7,0.0,24.4,19.3,95,115,-0.4,PHI,202410230PHI
Jared McCain,3:52,2,3,.667,0,1,.000,0,0,,1,1,2,0,0,0,0,0,4,3.7,+3,.667,.667,.333,.000,22.6,31.0,26.1,0.0,0.0,0.0,0.0,31.1,140,125,16.9,PHI,202410230PHI
Jeff Dowtin,2:39,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,130,-9.0,PHI,202410230PHI
Justin Edwards,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI,202410230PHI
KJ Martin,15:04,1,3,.333,0,0,,1,2,.500,2,3,5,0,0,0,0,3,3,2.0,-12,.387,.333,.000,.667,11.6,23.9,16.8,0.0,0.0,0.0,0.0,10.3,108,126,-8.9,PHI,202410230PHI
Kelly Oubre Jr.,30:25,8,18,.444,1,6,.167,4,6,.667,1,1,2,1,0,0,1,5,21,9.5,-20,.509,.472,.333,.333,2.9,3.9,3.3,5.6,0.0,0.0,4.6,28.5,109,129,-4.3,PHI,202410230PHI
Kyle Lowry,24:12,4,7,.571,3,5,.600,2,4,.500,0,4,4,6,0,0,0,1,13,13.9,-11,.742,.786,.714,.571,0.0,19.8,8.4,36.0,0.0,0.0,0.0,14.5,168,127,11.8,PHI,202410230PHI
Lester Quiñones,2:39,0,1,.000,0,1,.000,0,0,,1,0,1,1,0,0,0,0,0,0.7,+3,.000,.000,1.000,.000,32.9,0.0,19.1,44.2,0.0,0.0,0.0,15.1,90,130,0.7,PHI,202410230PHI
Paul George,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI,202410230PHI
Reggie Jackson,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHI,202410230PHI
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,PHI,202410230PHI
Ricky Council IV,9:00,1,2,.500,1,1,1.000,4,4,1.000,0,1,1,0,0,0,1,1,7,4.9,+1,.931,.750,.500,2.000,0.0,13.3,5.6,0.0,0.0,0.0,21.0,21.2,152,128,5.6,PHI,202410230PHI
Team Totals,240,41,98,.418,8,31,.258,19,27,.704,17,32,49,18,4,2,10,28,109,,,.496,.459,.316,.276,30.9,80.0,51.6,43.9,4.0,4.7,8.3,100.0,109.9,125.0,,PHI,202410230PHI
Tyrese Maxey,38:59,10,31,.323,2,9,.222,3,4,.750,0,6,6,3,1,1,1,1,25,11.1,-13,.382,.355,.290,.129,0.0,18.5,7.8,12.9,1.2,2.9,3.0,34.7,89,123,-2.7,PHI,202410230PHI
Caris LeVert,20:38,8,9,.889,2,2,1.000,1,2,.500,0,1,1,4,0,0,0,1,19,18.2,+19,.962,1.000,.222,.222,0.0,5.5,3.1,28.7,0.0,0.0,0.0,20.6,195,117,16.2,CLE,202410230TOR
Craig Porter Jr.,8:30,2,5,.400,0,2,.000,0,0,,0,0,0,1,0,0,0,0,4,2.0,-1,.400,.400,.400,.000,0.0,0.0,0.0,14.2,0.0,0.0,0.0,25.3,97,119,-11.4,CLE,202410230TOR
Darius Garland,22:42,3,12,.250,1,6,.167,0,0,,0,1,1,6,0,0,2,4,7,0.7,+1,.292,.292,.500,.000,0.0,5.0,2.9,28.4,0.0,0.0,14.3,26.6,82,116,-18.3,CLE,202410230TOR
Dean Wade,19:42,2,5,.400,1,3,.333,0,0,,1,7,8,1,2,0,0,3,5,6.6,+8,.500,.500,.600,.000,7.6,40.6,26.3,5.3,4.9,0.0,0.0,10.9,125,91,2.4,CLE,202410230TOR
Donovan Mitchell,27:40,7,14,.500,2,5,.400,5,7,.714,0,2,2,3,3,1,2,2,21,16.8,+31,.615,.571,.357,.500,0.0,8.3,4.7,13.4,5.2,3.2,10.5,29.7,120,102,4.5,CLE,202410230TOR
Evan Mobley,26:57,9,14,.643,1,2,.500,6,6,1.000,4,5,9,3,2,3,1,2,25,27.5,+31,.751,.679,.143,.429,22.3,21.2,21.7,15.3,3.6,9.7,5.7,28.2,159,98,15.9,CLE,202410230TOR
Georges Niang,18:33,4,5,.800,3,4,.750,0,0,,0,1,1,0,0,0,1,1,11,8.0,+14,1.100,1.100,.800,.000,0.0,6.2,3.5,0.0,0.0,0.0,16.7,13.9,158,116,5.6,CLE,202410230TOR
Isaac Okoro,19:02,1,2,.500,0,0,,1,2,.500,0,2,2,2,0,1,1,1,3,2.9,+9,.521,.500,.000,1.000,0.0,12.0,6.8,10.4,0.0,4.6,25.8,8.8,102,112,-2.2,CLE,202410230TOR
Jarrett Allen,26:05,5,7,.714,0,0,,4,5,.800,2,5,7,1,1,4,1,1,14,16.7,+8,.761,.714,.000,.714,11.5,21.9,17.4,4.4,1.8,13.4,9.8,16.8,149,100,7.6,CLE,202410230TOR
Jaylon Tyson,6:40,1,1,1.000,1,1,1.000,1,2,.500,0,2,2,1,0,0,2,2,4,1.8,+2,1.064,1.500,1.000,2.000,0.0,34.3,19.5,16.4,0.0,0.0,51.5,25.1,92,104,-2.3,CLE,202410230TOR
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,CLE,202410230TOR
Sam Merrill,16:04,2,4,.500,1,3,.333,2,2,1.000,0,0,0,1,0,0,0,4,7,4.1,+13,.717,.625,.750,.500,0.0,0.0,0.0,6.6,0.0,0.0,0.0,13.1,158,118,-3.7,CLE,202410230TOR
Team Totals,240,51,87,.586,14,30,.467,20,26,.769,8,28,36,29,10,9,13,22,136,,,.691,.667,.345,.299,25.0,66.7,48.6,56.9,10.0,16.4,11.7,100.0,136.3,106.2,,CLE,202410230TOR
Tristan Thompson,8:30,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,0,0,2,1.3,-1,.500,.500,.000,.000,0.0,13.4,7.6,0.0,0.0,0.0,0.0,10.1,104,114,-5.5,CLE,202410230TOR
Ty Jerome,18:57,6,7,.857,2,2,1.000,0,0,,1,1,2,6,2,0,2,1,14,16.3,+16,1.000,1.000,.286,.000,7.9,6.0,6.8,42.4,5.1,0.0,22.2,20.5,164,105,19.5,CLE,202410230TOR
Bruno Fernando,15:25,3,6,.500,0,0,,0,0,,2,5,7,1,0,0,1,4,6,4.0,-10,.500,.500,.000,.000,14.8,48.6,29.5,11.7,0.0,0.0,14.3,18.5,103,136,-9.2,TOR,202410230TOR
Chris Boucher,19:59,5,9,.556,4,5,.800,4,6,.667,1,1,2,1,1,1,1,1,18,14.9,-17,.773,.778,.556,.667,5.7,7.5,6.5,10.0,2.4,4.2,7.9,25.8,143,134,13.8,TOR,202410230TOR
Davion Mitchell,24:33,4,10,.400,0,3,.000,0,0,,0,0,0,3,2,0,5,0,8,1.7,-20,.400,.400,.300,.000,0.0,0.0,0.0,20.8,3.9,0.0,33.3,24.9,63,135,-13.3,TOR,202410230TOR
Garrett Temple,8:30,1,2,.500,0,1,.000,0,0,,0,0,0,2,1,0,0,2,2,2.6,+1,.500,.500,.500,.000,0.0,0.0,0.0,37.2,5.7,0.0,0.0,9.6,141,131,1.5,TOR,202410230TOR
Gradey Dick,29:16,5,13,.385,2,6,.333,4,4,1.000,1,1,2,1,0,2,0,0,16,12.0,-9,.542,.462,.462,.308,3.9,5.1,4.4,5.9,0.0,5.8,0.0,20.6,128,139,0.4,TOR,202410230TOR
Immanuel Quickley,14:14,4,9,.444,2,4,.500,3,4,.750,0,2,2,4,1,0,2,2,13,9.5,-2,.604,.556,.444,.444,0.0,21.1,9.1,59.9,3.4,0.0,15.7,36.5,118,133,7.1,TOR,202410230TOR
Jakob Poeltl,26:09,2,6,.333,0,0,,2,4,.500,3,6,9,2,0,0,5,4,6,0.5,-13,.387,.333,.000,.667,13.1,34.4,22.3,11.4,0.0,0.0,39.2,19.9,66,139,-17.1,TOR,202410230TOR
Jamal Shead,18:43,3,7,.429,1,4,.250,3,3,1.000,0,1,1,4,1,1,2,2,10,8.3,-21,.601,.500,.571,.429,0.0,8.0,3.5,36.2,2.6,4.5,19.4,22.5,117,133,1.8,TOR,202410230TOR
Jamison Battle,16:22,2,4,.500,2,4,.500,0,0,,0,2,2,1,0,1,0,1,6,5.6,0,.750,.750,1.000,.000,0.0,18.3,7.9,9.7,0.0,5.1,0.0,10.0,159,137,2.8,TOR,202410230TOR
Jonathan Mogbo,11:13,2,4,.500,1,2,.500,2,2,1.000,0,0,0,0,1,0,0,1,7,5.6,-4,.717,.625,.500,.500,0.0,0.0,0.0,0.0,4.3,0.0,0.0,17.7,155,134,4.2,TOR,202410230TOR
Ochai Agbaji,25:15,1,1,1.000,0,0,,1,2,.500,4,2,6,1,1,1,0,2,3,7.3,-18,.798,1.000,.000,2.000,18.1,11.9,15.4,5.6,1.9,3.3,0.0,3.0,189,135,-0.2,TOR,202410230TOR
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,TOR,202410230TOR
Scottie Barnes,25:51,3,14,.214,0,2,.000,3,4,.750,3,3,6,5,0,0,2,5,9,2.5,-33,.286,.214,.143,.286,13.3,17.4,15.1,30.5,0.0,0.0,11.3,28.0,83,141,-14.6,TOR,202410230TOR
Team Totals,240,36,86,.419,12,31,.387,22,29,.759,14,24,38,25,8,6,19,24,106,,,.537,.488,.360,.337,33.3,75.0,51.4,69.4,8.0,10.5,16.1,100.0,106.2,136.3,,TOR,202410230TOR
Ulrich Chomche,4:30,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,2.0,-4,1.000,1.000,.000,.000,0.0,33.3,14.4,0.0,0.0,0.0,0.0,9.1,200,139,1.7,TOR,202410230TOR
Brandon Miller,10:44,2,4,.500,1,2,.500,1,1,1.000,1,0,1,1,1,0,1,0,6,5.4,-6,.676,.625,.500,.250,10.6,0.0,4.5,15.4,4.6,0.0,18.4,21.6,128,111,7.6,CHO,202410230HOU
Cody Martin,23:31,2,6,.333,1,4,.250,3,4,.750,3,5,8,1,0,1,0,3,8,8.0,+4,.515,.417,.667,.667,14.6,17.9,16.5,6.0,0.0,3.4,0.0,14.1,139,110,0.0,CHO,202410230HOU
Grant Williams,24:49,3,6,.500,2,4,.500,0,0,,1,3,4,1,1,1,2,4,8,5.4,+1,.667,.667,.667,.000,4.6,10.2,7.8,6.0,2.0,3.2,25.0,13.7,108,109,-1.3,CHO,202410230HOU
Jared Rhoden,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHO,202410230HOU
KJ Simpson,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHO,202410230HOU
LaMelo Ball,37:55,10,20,.500,4,12,.333,10,10,1.000,1,7,8,11,1,1,2,3,34,33.0,+14,.697,.600,.600,.500,3.0,15.5,10.2,55.0,1.3,2.1,7.6,29.7,157,109,17.6,CHO,202410230HOU
Miles Bridges,32:17,5,11,.455,0,3,.000,0,0,,0,9,9,2,1,1,4,1,10,5.7,+4,.455,.455,.273,.000,0.0,23.5,13.5,9.7,1.5,2.5,26.7,19.8,76,104,-7.3,CHO,202410230HOU
Moussa Diabaté,14:59,1,4,.250,0,0,,0,0,,2,3,5,0,1,2,0,0,2,4.3,+6,.250,.250,.000,.000,15.3,16.9,16.2,0.0,3.3,10.7,0.0,11.4,89,99,-1.2,CHO,202410230HOU
Nick Richards,23:55,3,4,.750,0,0,,0,2,.000,2,6,8,1,0,2,1,5,6,5.9,-1,.615,.750,.000,.500,9.6,21.1,16.2,6.3,0.0,6.7,17.0,10.5,114,106,-3.2,CHO,202410230HOU
Nick Smith Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHO,202410230HOU
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,CHO,202410230HOU
Seth Curry,26:20,2,5,.400,2,3,.667,1,3,.333,0,2,2,1,0,1,0,2,7,4.7,+3,.554,.600,.600,.600,0.0,6.4,3.7,5.3,0.0,3.0,0.0,10.2,128,116,-2.2,CHO,202410230HOU
Taj Gibson,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHO,202410230HOU
Team Totals,240,38,85,.447,15,39,.385,19,24,.792,15,41,56,20,6,10,17,21,110,,,.576,.535,.459,.282,35.7,71.9,56.6,52.6,6.2,16.7,15.1,100.0,113.9,108.7,,CHO,202410230HOU
Tidjane Salaün,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHO,202410230HOU
Tre Mann,28:57,8,16,.500,4,8,.500,4,4,1.000,3,3,6,1,0,1,3,2,24,16.6,+2,.676,.625,.500,.250,11.8,8.7,10.0,6.7,0.0,2.8,14.5,30.6,127,115,5.7,CHO,202410230HOU
Vasilije Micić,16:33,2,9,.222,1,3,.333,0,0,,2,3,5,1,1,0,3,1,5,0.1,-2,.278,.278,.333,.000,13.8,15.3,14.6,9.0,3.0,0.0,25.0,30.9,62,107,-15.7,CHO,202410230HOU
Aaron Holiday,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,202410230HOU
Alperen Şengün,33:52,10,22,.455,2,3,.667,3,4,.750,6,12,18,5,4,1,3,2,25,25.4,+10,.526,.500,.136,.182,14.9,40.5,25.8,29.7,5.9,3.1,11.2,31.7,112,93,15.8,HOU,202410230HOU
Amen Thompson,21:50,5,11,.455,1,2,.500,2,4,.500,1,3,4,0,0,1,0,3,13,7.6,-19,.509,.500,.182,.364,3.9,15.7,8.9,0.0,0.0,4.8,0.0,23.4,111,116,-1.0,HOU,202410230HOU
Cam Whitmore,8:01,2,4,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,1,4,1.6,+4,.500,.500,.250,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,104,125,-7.1,HOU,202410230HOU
Dillon Brooks,31:25,1,6,.167,0,3,.000,0,0,,1,2,3,0,0,0,0,4,2,-2.1,+14,.167,.167,.500,.000,2.7,7.3,4.6,0.0,0.0,0.0,0.0,7.7,50,122,-14.6,HOU,202410230HOU
Fred VanVleet,37:23,4,18,.222,2,11,.182,4,4,1.000,2,2,4,6,2,0,2,1,14,8.8,0,.354,.278,.611,.222,4.5,6.1,5.2,23.4,2.7,0.0,9.2,23.3,89,116,-3.3,HOU,202410230HOU
Jabari Smith Jr.,33:08,2,7,.286,2,5,.400,2,3,.667,1,4,5,1,0,1,0,2,8,6.0,+2,.481,.429,.714,.429,2.5,13.8,7.3,4.1,0.0,3.1,0.0,10.1,116,118,-3.4,HOU,202410230HOU
Jae'Sean Tate,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,202410230HOU
Jalen Green,35:27,9,23,.391,5,15,.333,5,5,1.000,0,2,2,0,0,0,0,0,28,16.1,-11,.556,.500,.652,.217,0.0,6.4,2.7,0.0,0.0,0.0,0.0,28.5,121,123,4.3,HOU,202410230HOU
Jeenathan Williams,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,202410230HOU
Jeff Green,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,202410230HOU
Jock Landale,10:28,2,4,.500,1,1,1.000,0,0,,3,0,3,2,0,0,0,1,5,6.1,-6,.625,.625,.250,.000,24.1,0.0,13.9,31.8,0.0,0.0,0.0,15.3,160,125,10.9,HOU,202410230HOU
N'Faly Dante,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,202410230HOU
Reed Sheppard,15:33,2,5,.400,0,1,.000,0,0,,1,1,2,3,0,1,3,3,4,0.9,-6,.400,.400,.200,.000,5.4,7.3,6.2,29.1,0.0,6.7,37.5,20.6,70,119,-9.8,HOU,202410230HOU
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,HOU,202410230HOU
Tari Eason,12:53,1,3,.333,0,1,.000,0,0,,1,1,2,2,2,0,0,1,2,4.3,-13,.333,.333,.333,.000,6.5,8.9,7.5,21.7,7.7,0.0,0.0,9.3,111,103,5.0,HOU,202410230HOU
Team Totals,240,38,103,.369,13,43,.302,16,20,.800,16,27,43,19,8,4,8,18,105,,,.470,.432,.417,.194,28.1,64.3,43.4,50.0,8.3,8.7,6.7,100.0,108.7,113.9,,HOU,202410230HOU
Ayo Dosunmu,24:58,4,6,.667,0,2,.000,0,0,,0,4,4,3,0,0,2,2,8,5.9,-13,.667,.667,.333,.000,0.0,17.1,8.6,16.8,0.0,0.0,25.0,13.0,106,116,-4.8,CHI,202410230NOP
Chris Duarte,1:46,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7,+3,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,300,119,46.4,CHI,202410230NOP
Coby White,34:47,4,13,.308,0,5,.000,2,2,1.000,0,8,8,6,1,1,4,1,10,6.4,-6,.360,.308,.385,.154,0.0,24.5,12.4,22.7,1.3,2.3,22.4,20.9,74,110,-7.7,CHI,202410230NOP
Dalen Terry,1:46,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,1.0,+3,,,,,0.0,0.0,0.0,0.0,25.1,0.0,,0.0,0,62,24.0,CHI,202410230NOP
Jalen Smith,17:18,5,8,.625,1,3,.333,4,4,1.000,3,2,5,0,1,0,0,2,15,14.3,+2,.768,.688,.375,.500,18.9,12.3,15.6,0.0,2.6,0.0,0.0,22.9,162,111,9.0,CHI,202410230NOP
Jevon Carter,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHI,202410230NOP
Josh Giddey,30:29,5,11,.455,0,1,.000,4,7,.571,1,4,5,3,0,0,3,1,14,7.7,-22,.497,.455,.091,.636,3.6,14.0,8.8,13.8,0.0,0.0,17.6,22.8,93,117,-7.1,CHI,202410230NOP
Julian Phillips,11:32,1,3,.333,0,2,.000,0,0,,0,0,0,1,1,0,0,0,2,2.0,-9,.333,.333,.667,.000,0.0,0.0,0.0,11.0,3.9,0.0,0.0,10.6,85,110,-1.9,CHI,202410230NOP
Lonzo Ball,13:39,2,4,.500,1,3,.333,0,0,,0,2,2,4,0,0,1,2,5,4.6,+4,.625,.625,.750,.000,0.0,15.6,7.9,40.2,0.0,0.0,20.0,14.9,122,117,0.6,CHI,202410230NOP
Matas Buzelis,4:42,0,3,.000,0,3,.000,0,0,,0,2,2,1,0,0,0,1,0,-1.2,+8,.000,.000,1.000,.000,0.0,45.4,23.0,24.3,0.0,0.0,0.0,26.0,23,112,-21.9,CHI,202410230NOP
Nikola Vučević,30:42,8,12,.667,1,2,.500,4,5,.800,2,9,11,1,0,0,1,3,21,18.0,-14,.739,.708,.167,.417,7.1,31.3,19.3,5.3,0.0,0.0,6.6,20.1,141,114,3.3,CHI,202410230NOP
Patrick Williams,24:04,2,7,.286,1,4,.250,1,2,.500,2,1,3,3,0,1,2,0,6,4.0,-5,.381,.357,.571,.286,9.1,4.4,6.7,15.7,0.0,3.3,20.2,16.7,85,116,-4.3,CHI,202410230NOP
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,CHI,202410230NOP
Talen Horton-Tucker,7:31,0,1,.000,0,0,,0,2,.000,0,2,2,1,0,0,1,0,0,-1.2,+4,.000,.000,.000,2.000,0.0,28.4,14.4,15.2,0.0,0.0,34.7,15.6,21,114,-16.7,CHI,202410230NOP
Team Totals,240,42,86,.488,10,34,.294,17,25,.680,9,38,47,26,4,2,21,16,111,,,.572,.547,.395,.291,20.5,84.4,52.8,61.9,3.7,3.3,17.8,100.0,102.7,113.8,,CHI,202410230NOP
Torrey Craig,Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHI,202410230NOP
Zach LaVine,36:46,10,17,.588,5,8,.625,2,3,.667,1,4,5,3,0,0,7,4,27,14.1,-15,.737,.735,.471,.176,3.0,11.6,7.3,13.5,0.0,0.0,27.6,28.0,101,117,-2.0,CHI,202410230NOP
Antonio Reeves,1:00,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,1,0,0,-3.1,-3,.000,.000,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0,115,-166.7,NOP,202410230NOP
Brandon Ingram,31:28,13,23,.565,3,5,.600,4,4,1.000,2,5,7,2,2,1,3,4,33,24.5,+18,.666,.630,.217,.174,6.8,17.3,12.0,12.1,2.8,2.9,10.8,35.8,117,103,5.3,NOP,202410230NOP
CJ McCollum,29:57,9,19,.474,5,11,.455,0,0,,0,2,2,5,1,1,0,1,23,18.7,+18,.605,.605,.579,.000,0.0,7.3,3.6,26.2,1.5,3.1,0.0,25.8,124,108,6.1,NOP,202410230NOP
Daniel Theis,18:31,3,5,.600,0,1,.000,2,2,1.000,0,2,2,3,2,3,2,2,8,9.7,+15,.680,.600,.200,.400,0.0,11.8,5.8,20.9,4.8,15.0,25.4,17.3,111,92,5.7,NOP,202410230NOP
Dejounte Murray,29:59,4,15,.267,0,3,.000,6,7,.857,0,8,8,10,1,0,1,0,14,14.1,+5,.387,.267,.200,.467,0.0,29.1,14.4,41.5,1.5,0.0,5.2,25.8,101,106,-4.1,NOP,202410230NOP
Herbert Jones,32:41,1,6,.167,0,3,.000,0,0,,1,3,4,2,2,0,0,3,2,2.0,+5,.167,.167,.500,.000,3.3,10.0,6.6,6.7,2.7,0.0,0.0,7.5,65,106,-11.0,NOP,202410230NOP
